32.37408	12.19104	143.5	9	222.5664
28.24416	23.888736	113.6	21.9	199.4112
10.73088	11.459232	19.3	37.9	74.736
7.01568	6.51024	71.1	64.1	51.4944
5.8752	5.764608	67.6	78.4	45.2304
3.79296	25.204608	57.3	108.1	48.2544
5.0544	24.689664	128.1	111.1	39.4848
4.02624	17.114112	57.6	96.4	41.688
2.4624	0	47.3	78.1	29.7216
9.08064	0	180.5	38	39.7008
11.8368	0	102.7	14	61.8192
34.02432	0	179.1	10.2	112.968
30.56832	0	150.3	10.6	190.4256
23.12928	20.78352	102.6	11	152.8416
24.42528	12.952224	182.6	20.6	143.5104
32.52096	30.65904	103.3	51.4	244.944
21.91968	15.078528	146.2	74.7	149.3856
6.93792	7.67232	13.9	103.4	60.9984
3.24	12.596256	61.5	110.7	53.2656
1.37376	19.318176	32.5	104.8	45.8352
2.13408	25.031808	64	65.6	41.1696
2.52288	23.76	46.6	38.8	38.9232
3.40416	6.477408	84.9	13	33.3072
15.51744	3.029184	164	6.4	59.07168
10.87776	2.804544	51.1	3.3	65.72448
5.99616	2.050272	44.7	6.2	34.35264
17.86752	3.83184	139.1	29.9	119.32704
14.89536	0	60.3	54.8	89.63136
11.41344	0.027648	99.6	80.1	70.83072
10.25568	5.243616	138.5	100.9	83.16
6.35904	14.224896	50.5	118	67.9104
6.0912	21.321792	165.1	88.5	58.33728
6.07392	24.87888	68.9	62.8	55.63296
9.68544	25.615872	63.2	35.7	59.95296
25.17696	18.194976	178.5	19.4	107.54208
11.7936	6.016896	11.2	7.2	61.10208
6.24672	5.74992	37	6	39.02688
8.346282782	5.021568	43.3	17.3	50.1552
13.22784	3.348	84.4	26.4	94.608
15.18048	2.472768	95.6	54.9	112.12128
12.76992	2.472768	80.2	93.5	98.95392
4.34592	5.005152	34.3	109.5	36.567072
1.78848	10.878624	14.9	128	23.12064
2.08224	6.550848	74.8	98.6	16.36416
3.04992	20.15712	92.1	70.3	29.4408
4.77792	24.384672	100.1	30.1	35.70048
4.16448	3.900096	52.1	14.2	20.10096
6.54912	4.015872	63	8	22.66272
18.59328	2.403648	150	9.4	94.01184
10.9728	3.115584	23.9	6.8	66.83904
22.9392	1.772064	154.6	32.2	151.8048
20.57184	2.359584	125	47	105.73632
19.82016	13.658112	123	79.8	108.06048
18.9648	17.895168	115.7	104.5	153.77472
8.40672	26.852256	94.1	103	71.7984
6.51456	25.075872	83.4	92.6	61.55136
23.48352	29.41056	282.7	56.5	104.05152
16.5888	33.02208	13.2	39.9	118.31616
19.27584	7.54704	200.7	14.2	148.55616
56.14272	15.99264	289.1	10.6	393.6384
39.096	36.91872	142.3	9.7	405.9504
32.04576	27.83376	129.9	21.6	308.232
16.13952	7.785504	78.1	26.6	162.31968
20.03616	18.439488	108.8	59	122.23872
15.80256	12.08304	86.1	84.9	109.84896
8.62272	19.37952	112.1	108.2	54.80352
7.70688	32.53824	104.8	103.1	63.99648
9.49536	33.50592	144.3	90.7	82.32192
4.38912	16.79616	32.3	68.3	57.31776
6.48	5.71968	105.3	40.2	57.7152
9.4176	4.4928	119.2	11.7	60.89472
51.03648	8.80416	268	9.4	248.45184
31.06944	28.10592	72.8	9.9	223.9243488
16.77024	5.93568	90.3	16.3	100.5252768
16.74432	10.65312	56.2	32.7	117.8421696
9.3744	6.04368	39.1	50.3	59.2304832
8.77824	6.60528	112.5	80.3	49.2292512
5.02848	5.66784	36.5	101.8	47.5429824
2.8944	20.79648	23	128.7	45.7716096
4.31136	22.12704	116.9	97.2	40.7465856
6.29856	22.1616	154.8	62.2	40.532832
7.89696	28.492992	123.3	40.8	74.9274624
15.90624	2.17728	117.8	16	101.6018208
23.90688	3.1536	151.4	5.8	145.1978784
52.46208	32.54256	199	8.3	405.7709472
24.66724278	20.22624	102	14.8	184.1366304
17.98848	11.52576	67.5	33	132.8400864
11.7936	9.160128	80.9	57.2	95.575248
19.67328	18.059328	160.2	75.9	262.1878848
9.12384	7.118496	72.6	102.9	92.0045952
5.62464	24.571296	69	111.6	62.2653696
8.95968	24.76224	176.9	91.9	70.118352
23.76	33.29856	212.4	61.6	157.572432
17.72064	33.72192	71.7	41.4	146.130912
11.8368	12.04416	69.1	15.5	95.592528
23.82912	4.64832	169.5	7.3	167.9623776
23.94144	11.42208	76	11.9	165.0686688
18.22176	4.58784	84.5	9.3	126.9078624
27.31968	21.02112	113.9	29.7	164.011824
20.84832	14.87808	137.7	51.4	114.2682336
23.87232	24.77088	153.6	85.7	176.779584
18.95616	17.24544	123.8	95.3	98.6361408
9.55584	20.83968	31.8	121.6	62.655552
4.21632	25.52256	78.8	98.1	52.4549952
3.50784	24.5376	55.8	66.8	51.0526368
2.04768	22.87872	4.2	40.4	43.2952128
8.82144	1.30464	171.6	15.3	44.8530048
15.34464	1.5984	93.7	3.8	91.8069984
16.3728	2.0736	111.7	10.5	107.0324064
55.70208	22.82688	253	12.4	379.4790816
32.50368	38.69856	114.8	21.3	284.0522688
31.94208	35.7696	135.5	41.3	232.160688
16.3296	23.97168	51.5	84.3	147.6776448
7.52544	5.84064	88	113.8	53.5756896
8.82144	30.33504	91.2	110.2	74.3508288
6.3936	30.74112	93.5	98.9	70.586208
3.85344	6.27264	78.9	67.5	61.3995552
7.776	0	120.1	34	55.3147488
10.08288	0	107.2	18.6	54.3696192
19.63872	0	89.3	6.7	91.7484192
15.51744	0	114.1	11	92.8184832
16.58016	0	56.8	12.6	120.8604672
12.4848	0.9504	68.8	21.6	86.0351328
7.06752	4.02624	30.8	64.5	67.097376
5.30496	4.30272	91.7	91.7	56.2231584
6.74784	4.86864	140.1	95.7	66.1987296
3.64608	5.513184	62.8	127.2	33.4463904
4.38912	20.57184	142.4	98.5	42.0342048
3.4992	21.98016	37.5	63.4	39.6410112
3.13632	11.75472	33.2	38.1	32.6217024
9.86688	11.18016	152.4	12.5	39.367296
8.28576	3.95712	30.1	10.8	42.7078656
9.61632	1.89216	77.5	9	43.7092416
16.47652278	1.45152	95	19.1	76.4879328
11.26656	2.1168	64.1	37.5	63.7384896
14.66208	3.94848	91.9	46.3	62.8731072
8.3808	4.33728	78.1	76.2	68.5881216
5.616	5.64192	80.8	93.2	30.4612704
3.79296	12.07008	62.4	112	35.8325856
4.58784	13.281408	149.8	91.8	75.4999488
1.88352	17.90208	34.3	55.3	44.3542176
2.44512	17.501184	80.3	35.1	43.1892
23.18112	13.81536	223.5	16.7	144.0256896
15.8112	13.01184	51.9	11	121.3761888
11.20608	3.888	88.1	7.4	76.2736608
18.13536	1.21824	93.7	10	157.745232
11.08512	2.97216	16.6	28.8	85.4269632
7.80192	3.714336	68.7	42.8	44.7771456
9.09792	3.83616	111.5	90.2	48.4748928
5.9616	5.44752	36.4	110.9	51.7020192
4.45824	13.21488	95.6	112.9	38.9359872
3.11904	13.10688	69.8	110.5	35.0361504
